Time Interval, Browse Path, Value Source, Data Type
"0","Compressors/COMP-01/Interlock/Sts_BypActive","false","Boolean"
"0","Compressors/COMP-01/Interlock/Sts_FirstOut","false","Boolean"
"0","Compressors/COMP-01/Interlock/Sts_Intlk","6","Int32"
"0","Compressors/COMP-01/Interlock/Sts_IntlkOK","false","Boolean"
"0","Compressors/COMP-01/Interlock/Sts_NBIntlkOK","true","Boolean"
"0","Compressors/COMP-01/MAINT","false","Boolean"
"0","Compressors/COMP-01/MaxRunTimePerStart","18.5","Float"
"0","Compressors/COMP-01/Min_Runtime_Set","120.0","Float"
"0","Compressors/COMP-01/MotorStarts","382","Int32"
"0","Compressors/COMP-01/OPER","true","Boolean"
"0","Compressors/COMP-01/PROG","false","Boolean"
"0","Compressors/COMP-01/Rung/Value","1","Int32"
"0","Compressors/COMP-01/RuntimeHours","1247.5","Float"
"0","Compressors/COMP-01/SVP/Value","realistic(62.0, 4.0, 0.06, 0.22, true)","Float"
"0","Compressors/COMP-01/SV_Mode/Value","3","Int32"
"0","Compressors/COMP-01/Started/Value","true","Boolean"
"0","Compressors/COMP-01/Status/Value","1","Int32"
"0","Compressors/COMP-02/Alm/Value","false","Boolean"
"0","Compressors/COMP-02/Amps/Value","realistic(42.0, 3.0, 0.04, 0.18, true)","Float"
"0","Compressors/COMP-02/AutoEN","true","Boolean"
"0","Compressors/COMP-02/CP_Mode/Value","3","Int32"
"0","Compressors/COMP-02/Cmd_Auto","false","Boolean"
"0","Compressors/COMP-02/Cmd_Manual","false","Boolean"
"0","Compressors/COMP-02/Cmd_Remote","false","Boolean"
"0","Compressors/COMP-02/Cmd_Start","false","Boolean"
"0","Compressors/COMP-02/Cmd_Stop","false","Boolean"
"0","Compressors/COMP-02/Color/Value","0","Int32"
"0","Compressors/COMP-02/Comm/Value","false","Boolean"
"0","Compressors/COMP-02/Cutout/Value","false","Boolean"
"0","Compressors/COMP-02/DisP/Value","realistic(18.0, 1.0, 0.05, 0.2, true)","Float"
"0","Compressors/COMP-02/FLA/Value","realistic(42.0, 3.0, 0.04, 0.18, true)","Float"
"0","Compressors/COMP-02/Fail_Timer_PRE","30.0","Float"
"0","Compressors/COMP-02/Failed/Value","false","Boolean"
"0","Compressors/COMP-02/Interlock/Cfg_Bypassable","7","Int32"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt00","Oil Pressure","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt01","Discharge Temp","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt02","Motor OL","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt03","Emergency Stop","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt04","","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt05","","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt06","","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt07","","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt08","","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt09","","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt10","","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt11","","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt12","","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt13","","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt14","","String"
"0","Compressors/COMP-02/Interlock/Cfg_CondTxt15","","String"
"0","Compressors/COMP-02/Interlock/MSet_Bypass00","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass01","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass02","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass03","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass04","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass05","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass06","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass07","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass08","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass09","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass10","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass11","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass12","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass13","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass14","false","Boolean"
"0","Compressors/COMP-02/Interlock/MSet_Bypass15","false","Boolean"
"0","Compressors/COMP-02/Interlock/OCmd_Reset","false","Boolean"
"0","Compressors/COMP-02/Interlock/Rdy_Reset","true","Boolean"
"0","Compressors/COMP-02/Interlock/Sts_BypActive","false","Boolean"
"0","Compressors/COMP-02/Interlock/Sts_FirstOut","false","Boolean"
"0","Compressors/COMP-02/Interlock/Sts_Intlk","6","Int32"
"0","Compressors/COMP-02/Interlock/Sts_IntlkOK","false","Boolean"
"0","Compressors/COMP-02/Interlock/Sts_NBIntlkOK","true","Boolean"
"0","Compressors/COMP-02/MAINT","false","Boolean"
"0","Compressors/COMP-02/MaxRunTimePerStart","18.5","Float"
"0","Compressors/COMP-02/Min_Runtime_Set","120.0","Float"
"0","Compressors/COMP-02/MotorStarts","382","Int32"
"0","Compressors/COMP-02/OPER","true","Boolean"
"0","Compressors/COMP-02/PROG","false","Boolean"
"0","Compressors/COMP-02/Rung/Value","0","Int32"
"0","Compressors/COMP-02/RuntimeHours","1247.5","Float"
"0","Compressors/COMP-02/SVP/Value","realistic(55.0, 2.0, 0.04, 0.18, true)","Float"
"0","Compressors/COMP-02/SV_Mode/Value","2","Int32"
"0","Compressors/COMP-02/Started/Value","false","Boolean"
"0","Compressors/COMP-02/Status/Value","4","Int32"
"0","Compressors/COMP-03/Alm/Value","true","Boolean"
"0","Compressors/COMP-03/Amps/Value","realistic(12.0, 2.0, 0.05, 0.2, true)","Float"
"0","Compressors/COMP-03/AutoEN","true","Boolean"
"0","Compressors/COMP-03/CP_Mode/Value","1","Int32"
"0","Compressors/COMP-03/Cmd_Auto","false","Boolean"
"0","Compressors/COMP-03/Cmd_Manual","false","Boolean"
"0","Compressors/COMP-03/Cmd_Remote","false","Boolean"
"0","Compressors/COMP-03/Cmd_Start","false","Boolean"
"0","Compressors/COMP-03/Cmd_Stop","false","Boolean"
"0","Compressors/COMP-03/Color/Value","3","Int32"
"0","Compressors/COMP-03/Comm/Value","false","Boolean"
"0","Compressors/COMP-03/Cutout/Value","true","Boolean"
"0","Compressors/COMP-03/DisP/Value","realistic(20.0, 1.2, 0.06, 0.22, true)","Float"
"0","Compressors/COMP-03/FLA/Value","realistic(28.0, 2.5, 0.04, 0.18, true)","Float"
"0","Compressors/COMP-03/Fail_Timer_PRE","30.0","Float"
"0","Compressors/COMP-03/Failed/Value","true","Boolean"
"0","Compressors/COMP-03/Interlock/Cfg_Bypassable","7","Int32"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt00","Oil Pressure","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt01","Discharge Temp","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt02","Motor OL","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt03","Emergency Stop","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt04","","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt05","","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt06","","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt07","","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt08","","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt09","","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt10","","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt11","","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt12","","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt13","","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt14","","String"
"0","Compressors/COMP-03/Interlock/Cfg_CondTxt15","","String"
"0","Compressors/COMP-03/Interlock/MSet_Bypass00","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass01","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass02","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass03","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass04","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass05","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass06","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass07","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass08","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass09","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass10","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass11","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass12","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass13","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass14","false","Boolean"
"0","Compressors/COMP-03/Interlock/MSet_Bypass15","false","Boolean"
"0","Compressors/COMP-03/Interlock/OCmd_Reset","false","Boolean"
"0","Compressors/COMP-03/Interlock/Rdy_Reset","true","Boolean"
"0","Compressors/COMP-03/Interlock/Sts_BypActive","false","Boolean"
"0","Compressors/COMP-03/Interlock/Sts_FirstOut","false","Boolean"
"0","Compressors/COMP-03/Interlock/Sts_Intlk","6","Int32"
"0","Compressors/COMP-03/Interlock/Sts_IntlkOK","false","Boolean"
"0","Compressors/COMP-03/Interlock/Sts_NBIntlkOK","true","Boolean"
"0","Compressors/COMP-03/MAINT","false","Boolean"
"0","Compressors/COMP-03/MaxRunTimePerStart","18.5","Float"
"0","Compressors/COMP-03/Min_Runtime_Set","120.0","Float"
"0","Compressors/COMP-03/MotorStarts","382","Int32"
"0","Compressors/COMP-03/OPER","true","Boolean"
"0","Compressors/COMP-03/PROG","false","Boolean"
"0","Compressors/COMP-03/Rung/Value","0","Int32"
"0","Compressors/COMP-03/RuntimeHours","1247.5","Float"
"0","Compressors/COMP-03/SVP/Value","realistic(18.0, 2.0, 0.05, 0.2, true)","Float"
"0","Compressors/COMP-03/SV_Mode/Value","1","Int32"
"0","Compressors/COMP-03/Started/Value","false","Boolean"
"0","Compressors/COMP-03/Status/Value","2","Int32"
"0","Compressors/COMP-04/Alm/Value","false","Boolean"
"0","Compressors/COMP-04/Amps/Value","realistic(5.0, 1.0, 0.04, 0.18, true)","Float"
"0","Compressors/COMP-04/AutoEN","true","Boolean"
"0","Compressors/COMP-04/CP_Mode/Value","2","Int32"
"0","Compressors/COMP-04/Cmd_Auto","false","Boolean"
"0","Compressors/COMP-04/Cmd_Manual","false","Boolean"
"0","Compressors/COMP-04/Cmd_Remote","false","Boolean"
"0","Compressors/COMP-04/Cmd_Start","false","Boolean"
"0","Compressors/COMP-04/Cmd_Stop","false","Boolean"
"0","Compressors/COMP-04/Color/Value","0","Int32"
"0","Compressors/COMP-04/Comm/Value","false","Boolean"
"0","Compressors/COMP-04/Cutout/Value","false","Boolean"
"0","Compressors/COMP-04/DisP/Value","realistic(15.0, 0.8, 0.04, 0.18, true)","Float"
"0","Compressors/COMP-04/FLA/Value","realistic(8.0, 1.5, 0.04, 0.18, true)","Float"
"0","Compressors/COMP-04/Fail_Timer_PRE","30.0","Float"
"0","Compressors/COMP-04/Failed/Value","false","Boolean"
"0","Compressors/COMP-04/Interlock/Cfg_Bypassable","7","Int32"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt00","Oil Pressure","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt01","Discharge Temp","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt02","Motor OL","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt03","Emergency Stop","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt04","","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt05","","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt06","","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt07","","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt08","","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt09","","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt10","","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt11","","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt12","","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt13","","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt14","","String"
"0","Compressors/COMP-04/Interlock/Cfg_CondTxt15","","String"
"0","Compressors/COMP-04/Interlock/MSet_Bypass00","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass01","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass02","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass03","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass04","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass05","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass06","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass07","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass08","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass09","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass10","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass11","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass12","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass13","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass14","false","Boolean"
"0","Compressors/COMP-04/Interlock/MSet_Bypass15","false","Boolean"
"0","Compressors/COMP-04/Interlock/OCmd_Reset","false","Boolean"
"0","Compressors/COMP-04/Interlock/Rdy_Reset","true","Boolean"
"0","Compressors/COMP-04/Interlock/Sts_BypActive","false","Boolean"
"0","Compressors/COMP-04/Interlock/Sts_FirstOut","false","Boolean"
"0","Compressors/COMP-04/Interlock/Sts_Intlk","6","Int32"
"0","Compressors/COMP-04/Interlock/Sts_IntlkOK","false","Boolean"
"0","Compressors/COMP-04/Interlock/Sts_NBIntlkOK","true","Boolean"
"0","Compressors/COMP-04/MAINT","false","Boolean"
"0","Compressors/COMP-04/MaxRunTimePerStart","18.5","Float"
"0","Compressors/COMP-04/Min_Runtime_Set","120.0","Float"
"0","Compressors/COMP-04/MotorStarts","382","Int32"
"0","Compressors/COMP-04/OPER","true","Boolean"
"0","Compressors/COMP-04/PROG","false","Boolean"
"0","Compressors/COMP-04/Rung/Value","0","Int32"
"0","Compressors/COMP-04/RuntimeHours","1247.5","Float"
"0","Compressors/COMP-04/SVP/Value","realistic(12.0, 2.0, 0.05, 0.2, true)","Float"
"0","Compressors/COMP-04/SV_Mode/Value","3","Int32"
"0","Compressors/COMP-04/Started/Value","false","Boolean"
"0","Compressors/COMP-04/Status/Value","0","Int32"
"0","Compressors/COMP-05/Alm/Value","false","Boolean"
"0","Compressors/COMP-05/Amps/Value","realistic(95.0, 4.0, 0.05, 0.2, true)","Float"
"0","Compressors/COMP-05/AutoEN","true","Boolean"
"0","Compressors/COMP-05/CP_Mode/Value","1","Int32"
"0","Compressors/COMP-05/Cmd_Auto","false","Boolean"
"0","Compressors/COMP-05/Cmd_Manual","false","Boolean"
"0","Compressors/COMP-05/Cmd_Remote","false","Boolean"
"0","Compressors/COMP-05/Cmd_Start","false","Boolean"
"0","Compressors/COMP-05/Cmd_Stop","false","Boolean"
"0","Compressors/COMP-05/Color/Value","2","Int32"
"0","Compressors/COMP-05/Comm/Value","false","Boolean"
"0","Compressors/COMP-05/Cutout/Value","false","Boolean"
"0","Compressors/COMP-05/DisP/Value","realistic(28.0, 1.0, 0.05, 0.2, true)","Float"
"0","Compressors/COMP-05/FLA/Value","realistic(55.0, 3.0, 0.05, 0.2, true)","Float"
"0","Compressors/COMP-05/Fail_Timer_PRE","30.0","Float"
"0","Compressors/COMP-05/Failed/Value","false","Boolean"
"0","Compressors/COMP-05/Interlock/Cfg_Bypassable","7","Int32"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt00","Oil Pressure","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt01","Discharge Temp","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt02","Motor OL","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt03","Emergency Stop","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt04","","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt05","","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt06","","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt07","","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt08","","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt09","","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt10","","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt11","","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt12","","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt13","","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt14","","String"
"0","Compressors/COMP-05/Interlock/Cfg_CondTxt15","","String"
"0","Compressors/COMP-05/Interlock/MSet_Bypass00","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass01","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass02","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass03","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass04","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass05","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass06","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass07","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass08","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass09","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass10","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass11","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass12","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass13","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass14","false","Boolean"
"0","Compressors/COMP-05/Interlock/MSet_Bypass15","false","Boolean"
"0","Compressors/COMP-05/Interlock/OCmd_Reset","false","Boolean"
"0","Compressors/COMP-05/Interlock/Rdy_Reset","true","Boolean"
"0","Compressors/COMP-05/Interlock/Sts_BypActive","false","Boolean"
"0","Compressors/COMP-05/Interlock/Sts_FirstOut","false","Boolean"
"0","Compressors/COMP-05/Interlock/Sts_Intlk","6","Int32"
"0","Compressors/COMP-05/Interlock/Sts_IntlkOK","false","Boolean"
"0","Compressors/COMP-05/Interlock/Sts_NBIntlkOK","true","Boolean"
"0","Compressors/COMP-05/MAINT","false","Boolean"
"0","Compressors/COMP-05/MaxRunTimePerStart","18.5","Float"
"0","Compressors/COMP-05/Min_Runtime_Set","120.0","Float"
"0","Compressors/COMP-05/MotorStarts","382","Int32"
"0","Compressors/COMP-05/OPER","true","Boolean"
"0","Compressors/COMP-05/PROG","false","Boolean"
"0","Compressors/COMP-05/Rung/Value","2","Int32"
"0","Compressors/COMP-05/RuntimeHours","1247.5","Float"
"0","Compressors/COMP-05/SVP/Value","realistic(40.0, 3.0, 0.05, 0.2, true)","Float"
"0","Compressors/COMP-05/SV_Mode/Value","3","Int32"
"0","Compressors/COMP-05/Started/Value","true","Boolean"
"0","Compressors/COMP-05/Status/Value","3","Int32"
"0","CoolingTowers/CT-01/SPD_FBK/Value","ramp(0.0, 60.0, 40, true)","Float"
"0","CoolingTowers/CT-01/Status/Value","1","Int32"
"0","CoolingTowers/CT-01/Temp/Value","90.0","Float"
"0","CoolingTowers/CT-02/SPD_FBK/Value","ramp(0.0, 60.0, 40, true)","Float"
"0","CoolingTowers/CT-02/Status/Value","4","Int32"
"0","CoolingTowers/CT-02/Temp/Value","realistic(72.0, 0.6, 0.03, 0.15, true)","Float"
"0","CoolingTowers/CT-03/SPD_FBK/Value","ramp(0.0, 60.0, 40, true)","Float"
"0","CoolingTowers/CT-03/Status/Value","2","Int32"
"0","CoolingTowers/CT-03/Temp/Value","realistic(80.0, 1.0, 0.05, 0.2, true)","Float"
"0","CoolingTowers/CT-04/SPD_FBK/Value","ramp(0.0, 60.0, 40, true)","Float"
"0","CoolingTowers/CT-04/Status/Value","0","Int32"
"0","CoolingTowers/CT-04/Temp/Value","realistic(68.0, 0.5, 0.03, 0.14, true)","Float"
"0","Evaporators/EV-01/Fan 1/CMD/Value","false","Boolean"
"0","Evaporators/EV-01/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-01/Fan 1/SPD_FBK/Value","0.0","Float"
"0","Evaporators/EV-01/Pressure/Value","ramp(22.0, 32.0, 90, true)","Float"
"0","Evaporators/EV-01/Status/Value","0","Int32"
"0","Evaporators/EV-01/Temp/Value","realistic(30.0, 0.5, 0.03, 0.15, true)","Float"
"0","Evaporators/EV-02/Fan 1/CMD/Value","true","Boolean"
"0","Evaporators/EV-02/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-02/Fan 1/SPD_FBK/Value","ramp(45.0, 60.0, 50, true)","Float"
"0","Evaporators/EV-02/Pressure/Value","ramp(40.0, 55.0, 70, true)","Float"
"0","Evaporators/EV-02/Status/Value","1","Int32"
"0","Evaporators/EV-02/Temp/Value","40.0","Float"
"0","Evaporators/EV-03/Fan 1/CMD/Value","false","Boolean"
"0","Evaporators/EV-03/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-03/Fan 1/SPD_FBK/Value","0.0","Float"
"0","Evaporators/EV-03/Pressure/Value","ramp(24.0, 34.0, 85, true)","Float"
"0","Evaporators/EV-03/Status/Value","5","Int32"
"0","Evaporators/EV-03/Temp/Value","realistic(28.0, 0.6, 0.04, 0.18, true)","Float"
"0","Evaporators/EV-04/Fan 1/CMD/Value","false","Boolean"
"0","Evaporators/EV-04/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-04/Fan 1/SPD_FBK/Value","0.0","Float"
"0","Evaporators/EV-04/Pressure/Value","ramp(30.0, 40.0, 80, true)","Float"
"0","Evaporators/EV-04/Status/Value","6","Int32"
"0","Evaporators/EV-04/Temp/Value","realistic(32.0, 0.8, 0.05, 0.2, true)","Float"
"0","Evaporators/EV-05/Fan 1/CMD/Value","false","Boolean"
"0","Evaporators/EV-05/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-05/Fan 1/SPD_FBK/Value","0.0","Float"
"0","Evaporators/EV-05/Pressure/Value","ramp(20.0, 30.0, 92, true)","Float"
"0","Evaporators/EV-05/Status/Value","0","Int32"
"0","Evaporators/EV-05/Temp/Value","realistic(29.0, 0.5, 0.03, 0.16, true)","Float"
"0","Evaporators/EV-06/Fan 1/CMD/Value","false","Boolean"
"0","Evaporators/EV-06/Fan 1/Fault/Value","true","Boolean"
"0","Evaporators/EV-06/Fan 1/SPD_FBK/Value","0.0","Float"
"0","Evaporators/EV-06/Pressure/Value","ramp(18.0, 28.0, 95, true)","Float"
"0","Evaporators/EV-06/Status/Value","3","Int32"
"0","Evaporators/EV-06/Temp/Value","realistic(31.0, 0.7, 0.04, 0.18, true)","Float"
"0","Evaporators/EV-07/Fan 1/CMD/Value","true","Boolean"
"0","Evaporators/EV-07/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-07/Fan 1/SPD_FBK/Value","ramp(48.0, 62.0, 48, true)","Float"
